"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species.group","subclass","subcohort","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe","host_record_lcdb_nhm"
1023,"Cepola macrophthalma","species","334382","Actinopteri","Euteleosteomorpha","Cepolidae","Cepola","Teleostei",NA,"Metazoa","Priacanthiformes",NA,"Chordata","Cepola macrophthalma",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Cepola rubescens"
1024,"Cepphus columba","species","28696","Aves",NA,"Alcidae","Cepphus","Neognathae",NA,"Metazoa","Charadriiformes",NA,"Chordata","Cepphus columba",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Cepphus columba"
1025,"Cepphus grylle","species","28697","Aves",NA,"Alcidae","Cepphus","Neognathae",NA,"Metazoa","Charadriiformes",NA,"Chordata","Cepphus grylle",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Cephus grylle"
1025,"Cepphus grylle","species","28697","Aves",NA,"Alcidae","Cepphus","Neognathae",NA,"Metazoa","Charadriiformes",NA,"Chordata","Cepphus grylle",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Cepphus grylle"
1027,"Cerastes cerastes","species","8697","Craniata",NA,"Viperidae","Cerastes",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Cerastes cerastes",NA,NA,NA,"Viperinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Cerastes cerastes"
1028,"Cerastes cornutus","genus","8696","Craniata",NA,"Viperidae","Cerastes",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Viperinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Cerastes cornutus"
1029,"Cerastes gasperettii","species","110202","Craniata",NA,"Viperidae","Cerastes",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Cerastes gasperettii",NA,NA,NA,"Viperinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Cerastes gasperettii"
1030,"Cerastes vipera","species","8698","Craniata",NA,"Viperidae","Cerastes",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Cerastes vipera",NA,NA,NA,"Viperinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Cerastes vipera"
1032,"Ceratophyllus anisus","species","360615","Insecta","Holometabola","Ceratophyllidae","Ceratophyllus","Neoptera",NA,"Metazoa","Siphonaptera",NA,"Arthropoda","Ceratophyllus anisus",NA,"Pterygota",NA,NA,NA,NA,"Ceratophyllomorpha","Hexapoda",NA,NA,"Ceratophylloidea","Eukaryota",NA,NA,"Ceratophyllus anisus"
1033,"Ceratophyllus fasciatus","genus","185847","Insecta","Holometabola","Ceratophyllidae","Ceratophyllus","Neoptera",NA,"Metazoa","Siphonaptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,NA,NA,NA,"Ceratophyllomorpha","Hexapoda",NA,NA,"Ceratophylloidea","Eukaryota",NA,NA,"Ceratophyllus fasciatus"
1034,"Ceratoppia bipilis","species","503588","Arachnida",NA,"Ceratoppiidae","Ceratoppia",NA,"Brachypylina","Metazoa","Sarcoptiformes",NA,"Arthropoda","Ceratoppia bipilis",NA,"Acari",NA,NA,NA,NA,"Oribatida","Chelicerata",NA,NA,"Gustavioidea","Eukaryota","Acariformes",NA,"Ceratoppia bipilis"
1035,"Ceratoscopelus maderensis","species","473301","Actinopteri","Euteleosteomorpha","Myctophidae","Ceratoscopelus","Teleostei",NA,"Metazoa","Myctophiformes",NA,"Chordata","Ceratoscopelus maderensis",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Ceratoscopelus maderensis"
1036,"Ceratoscopelus warmingii","species","123251","Actinopteri","Euteleosteomorpha","Myctophidae","Ceratoscopelus","Teleostei",NA,"Metazoa","Myctophiformes",NA,"Chordata","Ceratoscopelus warmingii",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Ceratoscopelus warmingii"
1037,"Ceratotherium simum","species","9807","Mammalia",NA,"Rhinocerotidae","Ceratotherium",NA,NA,"Metazoa","Perissodactyla",NA,"Chordata","Ceratotherium simum",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Ceratotherium simum"
1038,"Ceratozetella sellnicki","genus","1250613","Arachnida",NA,"Ceratozetidae","Ceratozetella",NA,"Brachypylina","Metazoa","Sarcoptiformes",NA,"Arthropoda",NA,NA,"Acari",NA,NA,NA,NA,"Oribatida","Chelicerata",NA,NA,"Ceratozetoidea","Eukaryota","Acariformes",NA,"Ceratozetella sellnicki"
1039,"Ceratozetes gracilis","species","1686620","Arachnida",NA,"Ceratozetidae","Ceratozetes",NA,"Brachypylina","Metazoa","Sarcoptiformes",NA,"Arthropoda","Ceratozetes gracilis",NA,"Acari",NA,NA,NA,NA,"Oribatida","Chelicerata",NA,NA,"Ceratozetoidea","Eukaryota","Acariformes",NA,"Ceratozetes gracilis"
1040,"Ceratozetes sp.","genus","471722","Arachnida",NA,"Ceratozetidae","Ceratozetes",NA,"Brachypylina","Metazoa","Sarcoptiformes",NA,"Arthropoda",NA,NA,"Acari",NA,NA,NA,NA,"Oribatida","Chelicerata",NA,NA,"Ceratozetoidea","Eukaryota","Acariformes",NA,"Ceratozetes sp."
1041,"Cerberus rynchops","species","46267","Craniata",NA,"Homalopsidae","Cerberus",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Cerberus rynchops",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Cerberus rynchops"
1044,"Cercopithecus aethiops","genus","9533","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata",NA,NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus aethiops"
1045,"Cercopithecus campbelli","species","303588","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus campbelli",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus campbelli"
1046,"Cercopithecus cephus","species","9535","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus cephus",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus cephus"
1047,"Cercopithecus diana","species","36224","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus diana",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus diana"
1048,"Cercopithecus mitis","species","36225","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus mitis",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus albogularis"
1048,"Cercopithecus mitis","species","36225","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus mitis",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus mitis"
1048,"Cercopithecus mitis","species","36225","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus mitis",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus mitis doggetti"
1049,"Cercopithecus mona","species","36226","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus mona",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus mona"
1049,"Cercopithecus mona","species","36226","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata","Cercopithecus mona",NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus mona campbelli"
1050,"Cercopithecus patas","genus","9533","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata",NA,NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus patas"
1051,"Cercopithecus sabeus","genus","9533","Mammalia",NA,"Cercopithecidae","Cercopithecus",NA,"Simiiformes","Metazoa","Primates","Catarrhini","Chordata",NA,NA,NA,NA,"Cercopithecinae",NA,NA,"Haplorrhini","Craniata",NA,"Sarcopterygii","Cercopithecoidea","Eukaryota","Euarchontoglires",NA,"Cercopithecus sabeus"
1052,"Cerdocyon sp.","genus","1316009","Mammalia",NA,"Canidae","Cerdocyon",NA,NA,"Metazoa","Carnivora",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cerdocyon sp."
1053,"Cerdocyon thous","species","9620","Mammalia",NA,"Canidae","Cerdocyon",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Cerdocyon thous",NA,NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cerdocyon thous"
1054,"Ceriodaphnia acanthina","genus","77671","Branchiopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Anomopoda","Metazoa","Diplostraca",NA,"Arthropoda",NA,NA,"Phyllopoda",NA,NA,NA,NA,"Cladocera","Crustacea",NA,NA,NA,"Eukaryota",NA,NA,"Ceriodaphnia acanthina"
1055,"Ceriodaphnia reticulata","species","302197","Branchiopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Anomopoda","Metazoa","Diplostraca",NA,"Arthropoda","Ceriodaphnia reticulata",NA,"Phyllopoda",NA,NA,NA,NA,"Cladocera","Crustacea",NA,NA,NA,"Eukaryota",NA,NA,"Ceriodaphnia reticulata"
1056,"Cernuella arigonis","genus","145649","Gastropoda",NA,"Geomitridae","Cernuella",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,"Heterobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota","Eupulmonata",NA,"Cernuella arigonis"
1057,"Cernuella cespitum","species","265982","Gastropoda",NA,"Geomitridae","Cernuella",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Cernuella cespitum",NA,"Heterobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota","Eupulmonata",NA,"Cernuella cespitum"
1057,"Cernuella cespitum","species","265982","Gastropoda",NA,"Geomitridae","Cernuella",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Cernuella cespitum",NA,"Heterobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota","Eupulmonata",NA,"Cernuella cespitum arigonis"
1058,"Cernuella neglecta","species","265983","Gastropoda",NA,"Geomitridae","Cernuella",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Cernuella neglecta",NA,"Heterobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota","Eupulmonata",NA,"Cernuella neglecta"
1059,"Cernuella sp.","genus","145649","Gastropoda",NA,"Geomitridae","Cernuella",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,"Heterobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota","Eupulmonata",NA,"Cernuella sp."
1060,"Cernuella vestita","genus","145649","Gastropoda",NA,"Geomitridae","Cernuella",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,"Heterobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota","Eupulmonata",NA,"Cernuella vestita"
1061,"Cernuella virgata","species","145650","Gastropoda",NA,"Geomitridae","Cernuella",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Cernuella virgata",NA,"Heterobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota","Eupulmonata",NA,"Cernuella virgata"
1062,"Cerorhinca monocerata","species","61263","Aves",NA,"Alcidae","Cerorhinca","Neognathae",NA,"Metazoa","Charadriiformes",NA,"Chordata","Cerorhinca monocerata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Cerorhinca monocerata"
1063,"Cervus axis","genus","9859","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata",NA,NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus axis"
1064,"Cervus dama","genus","9859","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata",NA,NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus dama"
1065,"Cervus dichotomus","genus","9859","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata",NA,NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus dichotomus"
1066,"Cervus duvauceli","genus","9859","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata",NA,NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus duvauceli"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus canadensis"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus atlanticus"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus canadensis"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus hippelaphus"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus hispanicus"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus nannodes"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus nelsoni"
1067,"Cervus elaphus","species","9860","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus elaphus",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus elaphus sibiricus"
1068,"Cervus nippon","species","9863","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus nippon",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus nippon"
1068,"Cervus nippon","species","9863","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus nippon",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus nippon centralis"
1068,"Cervus nippon","species","9863","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus nippon",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus nippon yesoensis"
1069,"Cervus sp.","species","27598","Mammalia",NA,"Cervidae","Cervus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Cervus sp.",NA,NA,NA,"Cervinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Cervus sp."
1072,"Cetonia aurata","species","290679","Insecta","Holometabola","Scarabaeidae","Cetonia","Neoptera","Scarabaeiformia","Metazoa","Coleoptera",NA,"Arthropoda","Cetonia aurata",NA,"Pterygota",NA,"Cetoniinae",NA,NA,"Polyphaga","Hexapoda",NA,NA,"Scarabaeoidea","Eukaryota",NA,NA,"Cetonia aurata"
1073,"Ceuthophilus divergens","genus","62769","Insecta","Polyneoptera","Rhaphidophoridae","Ceuthophilus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,"Ceuthophilinae",NA,NA,"Ensifera","Hexapoda",NA,NA,"Rhaphidophoroidea","Eukaryota",NA,NA,"Ceuthophilus divergens"
1074,"Ceuthophilus fusiformis","genus","62769","Insecta","Polyneoptera","Rhaphidophoridae","Ceuthophilus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,"Ceuthophilinae",NA,NA,"Ensifera","Hexapoda",NA,NA,"Rhaphidophoroidea","Eukaryota",NA,NA,"Ceuthophilus fusiformis"
1075,"Ceuthophilus gracilipes","species","317216","Insecta","Polyneoptera","Rhaphidophoridae","Ceuthophilus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda","Ceuthophilus gracilipes",NA,"Pterygota",NA,"Ceuthophilinae",NA,NA,"Ensifera","Hexapoda",NA,NA,"Rhaphidophoroidea","Eukaryota",NA,NA,"Ceuthophilus gracilipes"
1076,"Ceuthophilus guttulosus","species","114943","Insecta","Polyneoptera","Rhaphidophoridae","Ceuthophilus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda","Ceuthophilus guttulosus",NA,"Pterygota",NA,"Ceuthophilinae",NA,NA,"Ensifera","Hexapoda",NA,NA,"Rhaphidophoroidea","Eukaryota",NA,NA,"Ceuthophilus guttulosus"
1077,"Ceuthophilus pallidipes","species","1008993","Insecta","Polyneoptera","Rhaphidophoridae","Ceuthophilus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda","Ceuthophilus pallidipes",NA,"Pterygota",NA,"Ceuthophilinae",NA,NA,"Ensifera","Hexapoda",NA,NA,"Rhaphidophoroidea","Eukaryota",NA,NA,"Ceuthophilus pallidipes"
1078,"Ceuthophilus sp.","genus","62769","Insecta","Polyneoptera","Rhaphidophoridae","Ceuthophilus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,"Ceuthophilinae",NA,NA,"Ensifera","Hexapoda",NA,NA,"Rhaphidophoroidea","Eukaryota",NA,NA,"Ceuthophilus sp."
1079,"Ceuthophilus utahensis","species","270882","Insecta","Polyneoptera","Rhaphidophoridae","Ceuthophilus","Neoptera",NA,"Metazoa","Orthoptera",NA,"Arthropoda","Ceuthophilus utahensis",NA,"Pterygota",NA,"Ceuthophilinae",NA,NA,"Ensifera","Hexapoda",NA,NA,"Rhaphidophoroidea","Eukaryota",NA,NA,"Ceuthophilus utahensis"
1080,"Chaenocephalus aceratus","species","36190","Actinopteri","Euteleosteomorpha","Channichthyidae","Chaenocephalus","Teleostei",NA,"Metazoa","Perciformes",NA,"Chordata","Chaenocephalus aceratus",NA,"Neopterygii",NA,NA,NA,NA,"Notothenioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Chaenocephalus aceratus"
1081,"Chaenodraco wilsoni","species","70440","Actinopteri","Euteleosteomorpha","Channichthyidae","Chaenodraco","Teleostei",NA,"Metazoa","Perciformes",NA,"Chordata","Chaenodraco wilsoni",NA,"Neopterygii",NA,NA,NA,NA,"Notothenioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Chaenodraco wilsoni"
1082,"Chaenogobius annularis","species","166741","Actinopteri","Euteleosteomorpha","Gobiidae","Chaenogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Chaenogobius annularis",NA,"Neopterygii",NA,"Gobionellinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Chaenogobius annularis"
1083,"Chaenogobius laevis","genus","166740","Actinopteri","Euteleosteomorpha","Gobiidae","Chaenogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata",NA,NA,"Neopterygii",NA,"Gobionellinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Chaenogobius laevis"
1085,"Chaetogaster diaphanus","species","212246","Clitellata",NA,"Naididae","Chaetogaster",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Chaetogaster diaphanus",NA,"Oligochaeta",NA,"Naidinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA,"Chaetogaster diaphanus"
1086,"Chaetogaster diastrophus","species","74727","Clitellata",NA,"Naididae","Chaetogaster",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Chaetogaster diastrophus",NA,"Oligochaeta",NA,"Naidinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA,"Chaetogaster diastrophus"
1087,"Chaetogaster limnaei","species","212249","Clitellata",NA,"Naididae","Chaetogaster",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Chaetogaster limnaei",NA,"Oligochaeta",NA,"Naidinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA,"Chaetogaster limnaei"
1088,"Chalcides ocellatus","species","63341","Craniata",NA,"Scincidae","Chalcides",NA,"Scinciformata","Metazoa","Squamata",NA,"Chordata","Chalcides ocellatus",NA,NA,NA,"Scincinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Lepidosauria",NA,"Chalcides ocellatus"
1089,"Chalcides striatus","species","227093","Craniata",NA,"Scincidae","Chalcides",NA,"Scinciformata","Metazoa","Squamata",NA,"Chordata","Chalcides striatus",NA,NA,NA,"Scincinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Lepidosauria",NA,"Chalcides striatus"
1090,"Chamaeleo chamaeleon","species","91907","Craniata",NA,"Chamaeleonidae","Chamaeleo",NA,NA,"Metazoa","Squamata",NA,"Chordata","Chamaeleo chamaeleon",NA,NA,NA,NA,NA,NA,"Iguania","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Lepidosauria",NA,"Chamaeleo chamaeleon"
