i.vec,sp.query,q.rank,ncbi.ids,class,cohort,family,genus,infraclass,infraorder,kingdom,order,parvorder,phylum,species,species group,subclass,subcohort,subfamily,subgenus,subkingdom,suborder,subphylum,subtribe,superclass,superfamily,superkingdom,superorder,tribe,host_record_lcdb_nhm
1885,Eleodes obsoleta,genus,186070,Insecta,Holometabola,Tenebrionidae,Eleodes,Neoptera,Cucujiformia,Metazoa,Coleoptera,NA,Arthropoda,NA,NA,Pterygota,NA,Tenebrioninae,NA,NA,Polyphaga,Hexapoda,NA,NA,Tenebrionoidea,Eukaryota,NA,NA,Eleodes obsoleta
1886,Eleodes tuberculata,genus,186070,Insecta,Holometabola,Tenebrionidae,Eleodes,Neoptera,Cucujiformia,Metazoa,Coleoptera,NA,Arthropoda,NA,NA,Pterygota,NA,Tenebrioninae,NA,NA,Polyphaga,Hexapoda,NA,NA,Tenebrionoidea,Eukaryota,NA,NA,Eleodes tuberculata
1887,Eleotris melanosoma,species,86234,Actinopteri,Euteleosteomorpha,Eleotridae,Eleotris,Teleostei,NA,Metazoa,Gobiiformes,NA,Chordata,Eleotris melanosoma,NA,Neopterygii,NA,Eleotrinae,NA,NA,Eleotroidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Eleotris melanosoma
1888,Eleotris picta,species,308077,Actinopteri,Euteleosteomorpha,Eleotridae,Eleotris,Teleostei,NA,Metazoa,Gobiiformes,NA,Chordata,Eleotris picta,NA,Neopterygii,NA,Eleotrinae,NA,NA,Eleotroidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Eleotris picta
1889,Eleotris pisonis,species,308086,Actinopteri,Euteleosteomorpha,Eleotridae,Eleotris,Teleostei,NA,Metazoa,Gobiiformes,NA,Chordata,Eleotris pisonis,NA,Neopterygii,NA,Eleotrinae,NA,NA,Eleotroidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Eleotris pisonis
1890,Eleotris sandwicensis,species,166774,Actinopteri,Euteleosteomorpha,Eleotridae,Eleotris,Teleostei,NA,Metazoa,Gobiiformes,NA,Chordata,Eleotris sandwicensis,NA,Neopterygii,NA,Eleotrinae,NA,NA,Eleotroidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Eleotris sandwicensis
1891,Elephantulus rozeti,genus,28736,Mammalia,NA,Macroscelididae,Elephantulus,NA,NA,Metazoa,Macroscelidea,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Afrotheria,NA,Elephantulus rozeti
1891,Elephantulus rozeti,genus,28736,Mammalia,NA,Macroscelididae,Elephantulus,NA,NA,Metazoa,Macroscelidea,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Afrotheria,NA,Elephantulus rozetti
1892,Elephas maximas,genus,9782,Mammalia,NA,Elephantidae,Elephas,NA,NA,Metazoa,Proboscidea,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Afrotheria,NA,Elephas maximas
1893,Elephas maximus,species,9783,Mammalia,NA,Elephantidae,Elephas,NA,NA,Metazoa,Proboscidea,NA,Chordata,Elephas maximus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Afrotheria,NA,Elephas indicus
1894,Eleutheronema tetradactylum,species,210139,Actinopteri,Euteleosteomorpha,Polynemidae,Eleutheronema,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Eleutheronema tetradactylum,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Eleutheronema tetradactylus
1895,Elgaria coerulea,species,102184,Craniata,NA,Anguidae,Elgaria,NA,Anguimorpha,Metazoa,Squamata,NA,Chordata,Elgaria coerulea,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Elgaria coerulea
1896,Eliomys quercinus,species,53277,Mammalia,NA,Gliridae,Eliomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Eliomys quercinus,NA,NA,NA,Leithiinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Eliomys quercinus
1896,Eliomys quercinus,species,53277,Mammalia,NA,Gliridae,Eliomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Eliomys quercinus,NA,NA,NA,Leithiinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Eliomys quercinus ophiusae
1897,Elisolimax flavescens,species,424226,Gastropoda,NA,Urocyclidae,Elisolimax,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,Elisolimax flavescens,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Helicarionoidea,Eukaryota,Eupulmonata,NA,Elisolimax flavescens
1898,Ellobius talpinus,species,329620,Mammalia,NA,Cricetidae,Ellobius,NA,NA,Metazoa,Rodentia,NA,Chordata,Ellobius talpinus,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Ellobius talpinus
1899,Elopichthys bambusa,species,238031,Actinopteri,Otomorpha,Cyprinidae,Elopichthys,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Elopichthys bambusa,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Elopichthys bambusa
1900,Elops saurus,species,7928,Actinopteri,NA,Elopidae,Elops,Teleostei,NA,Metazoa,Elopiformes,NA,Chordata,Elops saurus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Elops saurus
1901,Emberiza bruniceps,species,357695,Aves,NA,Fringillidae,Emberiza,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Emberiza bruniceps,NA,NA,NA,Emberizinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Passeroidea,Eukaryota,NA,Emberizini,Emberiza bruniceps
1902,Emberiza cia,species,504296,Aves,NA,Fringillidae,Emberiza,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Emberiza cia,NA,NA,NA,Emberizinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Passeroidea,Eukaryota,NA,Emberizini,Emberiza cia
1903,Emberiza citrinella,species,37595,Aves,NA,Fringillidae,Emberiza,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Emberiza citrinella,NA,NA,NA,Emberizinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Passeroidea,Eukaryota,NA,Emberizini,Emberiza citrinella
1904,Emberiza leucocephalos,species,504300,Aves,NA,Fringillidae,Emberiza,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Emberiza leucocephalos,NA,NA,NA,Emberizinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Passeroidea,Eukaryota,NA,Emberizini,Emberiza leucocephalos
1905,Emberiza schoeniculus,genus,30424,Aves,NA,Fringillidae,Emberiza,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,NA,NA,NA,NA,Emberizinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Passeroidea,Eukaryota,NA,Emberizini,Emberiza schoeniculus
1906,Emberiza stewarti,species,460202,Aves,NA,Fringillidae,Emberiza,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Emberiza stewarti,NA,NA,NA,Emberizinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Passeroidea,Eukaryota,NA,Emberizini,Emberiza stewarti
1907,Emerita analoga,species,101204,Malacostraca,NA,Hippidae,Emerita,NA,Anomura,Metazoa,Decapoda,NA,Arthropoda,Emerita analoga,NA,Eumalacostraca,NA,NA,NA,NA,Pleocyemata,Crustacea,NA,Multicrustacea,Hippoidea,Eukaryota,Eucarida,NA,Emerita analoga
1908,Emerita talpoida,species,101207,Malacostraca,NA,Hippidae,Emerita,NA,Anomura,Metazoa,Decapoda,NA,Arthropoda,Emerita talpoida,NA,Eumalacostraca,NA,NA,NA,NA,Pleocyemata,Crustacea,NA,Multicrustacea,Hippoidea,Eukaryota,Eucarida,NA,Emerita talpoida
1909,Emmelichthys nitidus,species,443692,Actinopteri,Euteleosteomorpha,Emmelichthyidae,Emmelichthys,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Emmelichthys nitidus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Emmelichthys nitidus
1911,Emydoidea blandingii,genus,85612,Craniata,NA,Emydidae,Emydoidea,NA,NA,Metazoa,Testudines,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,Cryptodira,Craniata,NA,Sarcopterygii,Testudinoidea,Eukaryota,NA,NA,Emydoidea blandingii
1912,Emys orbicularis,species,82168,Craniata,NA,Emydidae,Emys,NA,NA,Metazoa,Testudines,NA,Chordata,Emys orbicularis,NA,NA,NA,NA,NA,NA,Cryptodira,Craniata,NA,Sarcopterygii,Testudinoidea,Eukaryota,NA,NA,Emys orbicularis
1913,Ena eleonorae,genus,265226,Gastropoda,NA,Enidae,Ena,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,NA,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Enoidea,Eukaryota,Eupulmonata,NA,Ena eleonorae
1914,Enallagma civile,species,78524,Insecta,NA,Coenagrionidae,Enallagma,Palaeoptera,NA,Metazoa,Odonata,NA,Arthropoda,Enallagma civile,NA,Pterygota,NA,NA,NA,NA,Zygoptera,Hexapoda,NA,NA,Coenagrionoidea,Eukaryota,NA,NA,Enallagma civile
1915,Enallagma cyathigerum,species,79468,Insecta,NA,Coenagrionidae,Enallagma,Palaeoptera,NA,Metazoa,Odonata,NA,Arthropoda,Enallagma cyathigerum,NA,Pterygota,NA,NA,NA,NA,Zygoptera,Hexapoda,NA,NA,Coenagrionoidea,Eukaryota,NA,NA,Enallagma cyathigerum
1916,Enchelyopus cimbrius,species,81640,Actinopteri,Euteleosteomorpha,Gaidropsaridae,Enchelyopus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Enchelyopus cimbrius,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Enchelyopus cimbrius
1916,Enchelyopus cimbrius,species,81640,Actinopteri,Euteleosteomorpha,Gaidropsaridae,Enchelyopus,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Enchelyopus cimbrius,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Rhinonemus cimbrius
1918,Engraulis anchoita,species,249022,Actinopteri,Otomorpha,Engraulidae,Engraulis,Teleostei,NA,Metazoa,Clupeiformes,NA,Chordata,Engraulis anchoita,NA,Neopterygii,Clupei,Engraulinae,NA,NA,Clupeoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Engraulis anchoita
1919,Engraulis encrasicolus,species,184585,Actinopteri,Otomorpha,Engraulidae,Engraulis,Teleostei,NA,Metazoa,Clupeiformes,NA,Chordata,Engraulis encrasicolus,NA,Neopterygii,Clupei,Engraulinae,NA,NA,Clupeoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Engraulis encrasicolus
1919,Engraulis encrasicolus,species,184585,Actinopteri,Otomorpha,Engraulidae,Engraulis,Teleostei,NA,Metazoa,Clupeiformes,NA,Chordata,Engraulis encrasicolus,NA,Neopterygii,Clupei,Engraulinae,NA,NA,Clupeoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Engraulis encrasicolus ponticus
1920,Engraulis japonicus,species,42892,Actinopteri,Otomorpha,Engraulidae,Engraulis,Teleostei,NA,Metazoa,Clupeiformes,NA,Chordata,Engraulis japonicus,NA,Neopterygii,Clupei,Engraulinae,NA,NA,Clupeoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Engraulis japonicus
1921,Enhydra lutris,species,34882,Mammalia,NA,Mustelidae,Enhydra,NA,NA,Metazoa,Carnivora,NA,Chordata,Enhydra lutris,NA,NA,NA,Lutrinae,NA,NA,Caniformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Enhydra lutris
1922,Enhydrosoma curticauda,species,2592940,Hexanauplia,NA,Cletodidae,Enhydrosoma,Neocopepoda,NA,Metazoa,Harpacticoida,NA,Arthropoda,Enhydrosoma curticauda,NA,Copepoda,NA,NA,NA,NA,NA,Crustacea,NA,Multicrustacea,NA,Eukaryota,Podoplea,NA,Enhydrosoma curticauda
1923,Enophrys diceraus,species,980326,Actinopteri,Euteleosteomorpha,Cottidae,Enophrys,Teleostei,Cottales,Metazoa,Perciformes,NA,Chordata,Enophrys diceraus,NA,Neopterygii,NA,NA,NA,NA,Cottioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Enophrys diceraeus
1924,Ensis minor,species,6587,Bivalvia,NA,Pharidae,Ensis,Euheterodonta,NA,Metazoa,Veneroida,NA,Mollusca,Ensis minor,NA,Heterodonta,NA,NA,NA,NA,NA,NA,NA,NA,Solenoidea,Eukaryota,NA,NA,Ensis minor
1925,Enteromius humilis,species,310739,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius humilis,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus humilis
1926,Enteromius kamolondoensis,genus,1911134,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,NA,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus kamolondoensis
1927,Enteromius lineomaculatus,species,1705803,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius lineomaculatus,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus lineomaculatus
1928,Enteromius lukusiensis,species,1676888,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius lukusiensis,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus lukusiensis
1929,Enteromius mattozi,species,137035,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius mattozi,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus mattozi
1930,Enteromius paludinosus,species,1911125,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius paludinosus,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus longicauda
1930,Enteromius paludinosus,species,1911125,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius paludinosus,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus paludinosus
1931,Enteromius tanapelagius,species,310740,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius tanapelagius,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus tanapelagius
1932,Enteromius unitaeniatus,species,1772007,Actinopteri,Otomorpha,Cyprinidae,Enteromius,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Enteromius unitaeniatus,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Barbus unitaeniatus
1933,Entomobrya sp.,genus,187625,Collembola,NA,Entomobryidae,Entomobrya,NA,NA,Metazoa,Entomobryomorpha,NA,Arthropoda,NA,NA,NA,NA,Entomobryinae,NA,NA,NA,Hexapoda,NA,NA,Entomobryoidea,Eukaryota,NA,NA,Entomobrya sp.
1934,Eogammarus kygi,species,353604,Malacostraca,NA,Anisogammaridae,Eogammarus,NA,Gammarida,Metazoa,Amphipoda,Gammaridira,Arthropoda,Eogammarus kygi,NA,Eumalacostraca,NA,NA,NA,NA,Senticaudata,Crustacea,NA,Multicrustacea,Gammaroidea,Eukaryota,Peracarida,NA,Anisogammarus kygi
1935,Eogammarus tiuschovi,species,378314,Malacostraca,NA,Anisogammaridae,Eogammarus,NA,Gammarida,Metazoa,Amphipoda,Gammaridira,Arthropoda,Eogammarus tiuschovi,NA,Eumalacostraca,NA,NA,NA,NA,Senticaudata,Crustacea,NA,Multicrustacea,Gammaroidea,Eukaryota,Peracarida,NA,Anisogammarus tiuschovi
1935,Eogammarus tiuschovi,species,378314,Malacostraca,NA,Anisogammaridae,Eogammarus,NA,Gammarida,Metazoa,Amphipoda,Gammaridira,Arthropoda,Eogammarus tiuschovi,NA,Eumalacostraca,NA,NA,NA,NA,Senticaudata,Crustacea,NA,Multicrustacea,Gammaroidea,Eukaryota,Peracarida,NA,Eogammarus tiuschovi
1936,Eophila leoni,genus,1046300,Clitellata,NA,Lumbricidae,Eophila,NA,NA,Metazoa,Haplotaxida,NA,Annelida,NA,NA,Oligochaeta,NA,Lumbricinae,NA,NA,Lumbricina,NA,NA,NA,NA,Eukaryota,NA,NA,Eophila leoni
1937,Eophila montana,genus,1046300,Clitellata,NA,Lumbricidae,Eophila,NA,NA,Metazoa,Haplotaxida,NA,Annelida,NA,NA,Oligochaeta,NA,Lumbricinae,NA,NA,Lumbricina,NA,NA,NA,NA,Eukaryota,NA,NA,Eophila montana
1938,Eopsetta jordani,species,195609,Actinopteri,Euteleosteomorpha,Pleuronectidae,Eopsetta,Teleostei,NA,Metazoa,Pleuronectiformes,NA,Chordata,Eopsetta jordani,NA,Neopterygii,NA,NA,NA,NA,Pleuronectoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Eopsetta jordani
1939,Eothenomys andersoni,genus,82462,Mammalia,NA,Cricetidae,Eothenomys,NA,NA,Metazoa,Rodentia,NA,Chordata,NA,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Eothenomys andersoni
1940,Eothenomys kageus,genus,82462,Mammalia,NA,Cricetidae,Eothenomys,NA,NA,Metazoa,Rodentia,NA,Chordata,NA,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Eothenomys kageus
1941,Eothenomys melanogaster,species,82468,Mammalia,NA,Cricetidae,Eothenomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Eothenomys melanogaster,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Eothenomys melanogaster
1942,Eothenomys niigatae,genus,82462,Mammalia,NA,Cricetidae,Eothenomys,NA,NA,Metazoa,Rodentia,NA,Chordata,NA,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Eothenomys niigatae
1943,Eothenomys smithi,genus,82462,Mammalia,NA,Cricetidae,Eothenomys,NA,NA,Metazoa,Rodentia,NA,Chordata,NA,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Eothenomys smithi
1944,Epacromius tergestinus,genus,290710,Insecta,Polyneoptera,Acrididae,Epacromius,Neoptera,Acrididea,Metazoa,Orthoptera,NA,Arthropoda,NA,NA,Pterygota,NA,Oedipodinae,NA,NA,Caelifera,Hexapoda,NA,NA,Acridoidea,Eukaryota,NA,NA,Epacromius tergestinus
1945,Ephemera danica,species,1049336,Insecta,NA,Ephemeridae,Ephemera,Palaeoptera,Scapphodonta,Metazoa,Ephemeroptera,NA,Arthropoda,Ephemera danica,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,NA,Eukaryota,NA,NA,Ephemera danica
1946,Ephemera japonica,species,911379,Insecta,NA,Ephemeridae,Ephemera,Palaeoptera,Scapphodonta,Metazoa,Ephemeroptera,NA,Arthropoda,Ephemera japonica,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,NA,Eukaryota,NA,NA,Ephemera japonica
1947,Ephemera simulans,species,219458,Insecta,NA,Ephemeridae,Ephemera,Palaeoptera,Scapphodonta,Metazoa,Ephemeroptera,NA,Arthropoda,Ephemera simulans,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,NA,Eukaryota,NA,NA,Ephemera simulans
1948,Ephemera sp.,genus,50582,Insecta,NA,Ephemeridae,Ephemera,Palaeoptera,Scapphodonta,Metazoa,Ephemeroptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,NA,Eukaryota,NA,NA,Ephemera sp.
1949,Ephemera strigata,species,307926,Insecta,NA,Ephemeridae,Ephemera,Palaeoptera,Scapphodonta,Metazoa,Ephemeroptera,NA,Arthropoda,Ephemera strigata,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,NA,Eukaryota,NA,NA,Ephemera strigata
1950,Ephemerella doris,genus,50634,Insecta,NA,Ephemerellidae,Ephemerella,Palaeoptera,Pannota,Metazoa,Ephemeroptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,Ephemerelloidea,Eukaryota,NA,NA,Ephemerella doris
1951,Ephemerella setigera,genus,50634,Insecta,NA,Ephemerellidae,Ephemerella,Palaeoptera,Pannota,Metazoa,Ephemeroptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,Ephemerelloidea,Eukaryota,NA,NA,Ephemerella setigera
1952,Ephemerella sp.,genus,50634,Insecta,NA,Ephemerellidae,Ephemerella,Palaeoptera,Pannota,Metazoa,Ephemeroptera,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,Furcatergalia,Hexapoda,NA,NA,Ephemerelloidea,Eukaryota,NA,NA,Ephemerella sp.
1953,Epidalea calamita,species,30326,Amphibia,NA,Bufonidae,Epidalea,NA,NA,Metazoa,Anura,NA,Chordata,Epidalea calamita,NA,NA,NA,NA,NA,NA,Neobatrachia,Craniata,NA,Sarcopterygii,Hyloidea,Eukaryota,Batrachia,NA,Bufo calamita
1953,Epidalea calamita,species,30326,Amphibia,NA,Bufonidae,Epidalea,NA,NA,Metazoa,Anura,NA,Chordata,Epidalea calamita,NA,NA,NA,NA,NA,NA,Neobatrachia,Craniata,NA,Sarcopterygii,Hyloidea,Eukaryota,Batrachia,NA,Epidalea calamita
1954,Epierus pulicarius,genus,154175,Insecta,Holometabola,Histeridae,Epierus,Neoptera,Staphyliniformia,Metazoa,Coleoptera,NA,Arthropoda,NA,NA,Pterygota,NA,Tribalinae,NA,NA,Polyphaga,Hexapoda,NA,NA,Histeroidea,Eukaryota,NA,NA,Epierus pulicarius
1955,Epigonus telescopus,species,349654,Actinopteri,Euteleosteomorpha,Epigonidae,Epigonus,Teleostei,NA,Metazoa,Pempheriformes,NA,Chordata,Epigonus telescopus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Epigonus telescopus
1956,Epilampra sp.,genus,36948,Insecta,Polyneoptera,Blaberidae,Epilampra,Neoptera,NA,Metazoa,Blattodea,NA,Arthropoda,NA,NA,Pterygota,NA,Epilamprinae,NA,NA,NA,Hexapoda,NA,NA,Blaberoidea,Eukaryota,NA,NA,Epilampra sp.
1958,Epinephelus areolatus,species,160715,Actinopteri,Euteleosteomorpha,Serranidae,Epinephelus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Epinephelus areolatus,NA,Neopterygii,NA,Epinephelinae,NA,NA,Serranoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,Epinephelini,Epinephelus areolatus
1959,Epinephelus awoara,species,152218,Actinopteri,Euteleosteomorpha,Serranidae,Epinephelus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Epinephelus awoara,NA,Neopterygii,NA,Epinephelinae,NA,NA,Serranoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,Epinephelini,Epinephelus awoara
1960,Epinephelus cyanopodus,species,308565,Actinopteri,Euteleosteomorpha,Serranidae,Epinephelus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Epinephelus cyanopodus,NA,Neopterygii,NA,Epinephelinae,NA,NA,Serranoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,Epinephelini,Epinephelus cyanopodus
1961,Epinephelus malabaricus,species,162300,Actinopteri,Euteleosteomorpha,Serranidae,Epinephelus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Epinephelus malabaricus,NA,Neopterygii,NA,Epinephelinae,NA,NA,Serranoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,Epinephelini,Epinephelus malabaricus
1962,Epinephelus morio,species,153620,Actinopteri,Euteleosteomorpha,Serranidae,Epinephelus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Epinephelus morio,NA,Neopterygii,NA,Epinephelinae,NA,NA,Serranoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,Epinephelini,Epinephelus morio
1963,Epinephelus quoyanus,species,308564,Actinopteri,Euteleosteomorpha,Serranidae,Epinephelus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Epinephelus quoyanus,NA,Neopterygii,NA,Epinephelinae,NA,NA,Serranoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,Epinephelini,Epinephelus quoyanus
1964,Epinephelus tauvina,species,203262,Actinopteri,Euteleosteomorpha,Serranidae,Epinephelus,Teleostei,NA,Metazoa,Perciformes,NA,Chordata,Epinephelus tauvina,NA,Neopterygii,NA,Epinephelinae,NA,NA,Serranoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,Epinephelini,Epinephelus tauvina
1965,Epiphragmophora sp.,genus,1498770,Gastropoda,NA,Epiphragmophoridae,Epiphragmophora,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,NA,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Helicoidea,Eukaryota,Eupulmonata,NA,Epiphragmophora sp.
1966,Epischura baicalensis,genus,516367,Hexanauplia,NA,Temoridae,Epischura,Neocopepoda,NA,Metazoa,Calanoida,NA,Arthropoda,NA,NA,Copepoda,NA,NA,NA,NA,NA,Crustacea,NA,Multicrustacea,NA,Eukaryota,Gymnoplea,NA,Epischura baicalensis
